-8.319368685105654748e-02 -9.138170677526135099e-01
-2.985186868510565361e-01 -8.368020677526135653e-01
-5.439686868510564821e-01 -1.509638177526136660e-01
-5.041868685105654890e-02 2.160024322473863279e-01
5.343131314894300488e-02 -6.966306775261366102e-02
5.343131314894300488e-02 -6.966306775261366102e-02
-2.374368685105654464e-02 -4.077950677526136491e-01
-1.880436868510564352e-01 -6.986320677526136613e-01
-2.210436868510567976e-01 -7.841170677526136945e-01
-2.840186868510565787e-01 -8.391770677526135813e-01
-2.840186868510565787e-01 -8.391770677526135813e-01
-4.482186868510575906e-01 -7.799595677526136583e-01
-5.918186868510577625e-01 -1.177370677526136805e-01
-4.668686851056591536e-03 2.665839322473863016e-01
1.013563131489432223e-01 -2.779981775261368068e-02
1.013563131489432223e-01 -2.779981775261368068e-02
-5.018686851056664011e-03 -3.653798177526136892e-01
-2.918186868510579401e-01 -5.889345677526136580e-01
-3.143436868510569582e-01 -5.674570677526136198e-01
-2.930936868510576332e-01 -5.954495677526137065e-01
-2.930936868510576332e-01 -5.954495677526137065e-01
-3.600436868510561439e-01 -5.615445677526136325e-01
-3.729936868510570491e-01 -6.712946775261369181e-02
3.794563131489425700e-01 2.892619322473862775e-01
5.800813131489430674e-01 3.141368224738632503e-02
5.800813131489430674e-01 3.141368224738632503e-02
5.440063131489436543e-01 -2.437475677526136641e-01
3.429313131489433175e-01 -3.721805677526136558e-01
2.667813131489431555e-01 -2.875945677526137167e-01
2.136563131489426226e-01 -2.494710677526136844e-01
2.136563131489426226e-01 -2.494710677526136844e-01
1.038313131489436714e-01 -1.947915677526136924e-01
2.965631314894334736e-02 1.654161822473863008e-01
6.284813131489439542e-01 4.318601822473863150e-01
7.224563131489425416e-01 1.750799322473862996e-01
7.224563131489425416e-01 1.750799322473862996e-01
5.828063131489429338e-01 -8.600169275261368429e-02
2.634313131489429693e-01 -1.468040677526136761e-01
4.148131314894243360e-02 -6.200641775261366700e-02
-1.054186868510571529e-01 -5.116994275261365493e-02
-1.054186868510571529e-01 -5.116994275261365493e-02
-3.394686868510570221e-01 -4.464251775261366545e-02
-6.724686868510563187e-01 2.439569322473863211e-01
-1.977936868510559165e-01 4.710694322473863438e-01
-7.874368685105714860e-02 1.910106822473862931e-01
-7.874368685105714860e-02 1.910106822473862931e-01
-1.539436868510559719e-01 -1.070977677526136762e-01
-3.153686868510572339e-01 -2.188959677526136627e-01
-5.889936868510563528e-01 -2.570356775261367285e-02
-7.302186868510567308e-01 1.745254322473862862e-01
-7.302186868510567308e-01 1.745254322473862862e-01
-8.321686868510571600e-01 4.183331822473862482e-01
-7.266686868510570108e-01 9.914579322473862089e-01
-9.534368685105576446e-02 1.115532932247386144e+00
-8.304368685105689707e-02 7.836954322473862478e-01
-8.304368685105689707e-02 7.836954322473862478e-01
-3.202936868510564139e-01 4.559321822473862973e-01
-9.317936868510567905e-01 3.026671822473863127e-01
-1.253218686851057306e+00 3.245871822473862522e-01
-1.310343686851056511e+00 3.117011822473862992e-01
-1.310343686851056511e+00 3.117011822473862992e-01
-1.341343686851057093e+00 3.289504322473862929e-01
-1.307668686851056528e+00 5.332379322473862482e-01
-8.479436868510568104e-01 5.835354322473862432e-01
-8.350436868510566768e-01 3.639976822473862672e-01
-8.350436868510566768e-01 3.639976822473862672e-01
-9.675186868510561311e-01 1.631906822473863095e-01
-1.366273686851056546e+00 4.306932247386322660e-03
-1.574406186851057043e+00 2.538636822473863131e-01
-1.507966186851056101e+00 4.708596822473862797e-01
-1.507966186851056101e+00 4.708596822473862797e-01
-1.397243686851056488e+00 6.382304322473861813e-01
-1.091268686851057268e+00 1.023805432247386182e+00
-8.449186868510567550e-01 8.978679322473861468e-01
-1.018668686851056826e+00 4.575589322473862519e-01
-1.018668686851056826e+00 4.575589322473862519e-01
-1.299886186851056280e+00 1.025168572473863088e-01
-1.631566186851056699e+00 4.287543224738631781e-02
-1.678803686851056298e+00 1.951789322473863053e-01
-1.575368686851057909e+00 1.946013822473862953e-01
-1.575368686851057909e+00 1.946013822473862953e-01
-1.508483686851056937e+00 9.394218224738630496e-02
-1.437763686851056377e+00 1.297776822473863112e-01
-8.392436868510566583e-01 1.846301822473863097e-01
-6.914186868510565631e-01 -4.948056775261366891e-02
-6.914186868510565631e-01 -4.948056775261366891e-02
-7.489936868510573831e-01 -2.643923177526136259e-01
-9.177936868510565560e-01 -3.348685677526136439e-01
-7.978186868510563912e-01 -2.033065677526136594e-01
-6.688936868510575451e-01 -3.008340677526136764e-01
-6.688936868510575451e-01 -3.008340677526136764e-01
-7.038686868510568573e-01 -3.799700677526136605e-01
-6.744436868510570449e-01 -3.463136775261365513e-02
6.665631314894326920e-02 1.693491822473863206e-01
2.655063131489434625e-01 -1.231668177526136776e-01
2.655063131489434625e-01 -1.231668177526136776e-01
2.543813131489436330e-01 -4.415275677526136477e-01
1.741563131489440863e-01 -6.991270677526135735e-01
1.057063131489428542e-01 -8.416345677526135827e-01
-6.811868685105704202e-02 -9.167995677526135090e-01
